pokedex_number,abilities,name,hp,defense,attack,speed,type1,type2,classfication,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,height_m,weight_kg,generation
365,"['Thick Fat', 'Ice Body', 'Oblivious']",Walrein,110,90,80,65,ice,water,Ice Break Pokémon,1059860,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,1.4,150.6,3
366,"['Shell Armor', 'Rattled']",Clamperl,35,85,64,32,water,,Bivalve Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.4,52.5,3
367,"['Swift Swim', 'Water Veil']",Huntail,55,105,104,52,water,,Deep Sea Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.7,27.0,3
368,"['Swift Swim', 'Hydration']",Gorebyss,55,105,84,52,water,,South Sea Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.8,22.6,3
369,"['Swift Swim', 'Rock Head', 'Sturdy']",Relicanth,100,130,90,55,water,rock,Longevity Pokémon,1250000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,1.0,23.4,3
370,"['Swift Swim', 'Hydration']",Luvdisc,43,55,30,97,water,,Rendezvous Pokémon,800000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,24.6,0.6,8.7,3
371,"['Rock Head', 'Sheer Force']",Bagon,45,60,75,50,dragon,,Rock Head Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,0.6,42.1,3
372,"['Rock Head', 'Overcoat']",Shelgon,65,100,95,50,dragon,,Endurance Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,1.1,110.5,3
373,"['Intimidate', 'Moxie']",Salamence,95,130,145,120,dragon,flying,Dragon Pokémon,1250000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,1.5,102.6,3
374,"['Clear Body', 'Light Metal']",Beldum,40,80,55,30,steel,psychic,Iron Ball Pokémon,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,0.6,95.2,3
375,"['Clear Body', 'Light Metal']",Metang,60,100,75,50,steel,psychic,Iron Claw Pokémon,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,1.2,202.5,3
376,"['Clear Body', 'Light Metal']",Metagross,80,150,145,110,steel,psychic,Iron Leg Pokémon,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,1.6,550.0,3
377,"['Clear Body', 'Sturdy']",Regirock,80,200,100,50,rock,,Rock Peak Pokémon,1250000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,,1.7,230.0,3
378,"['Clear Body', 'Ice Body']",Regice,80,100,50,50,ice,,Iceberg Pokémon,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,,1.8,175.0,3
379,"['Clear Body', 'Light Metal']",Registeel,80,150,75,50,steel,,Iron Pokémon,1250000,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,1.9,205.0,3
380,['Levitate'],Latias,80,120,100,110,dragon,psychic,Eon Pokémon,1250000,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,0,1.4,40.0,3
381,['Levitate'],Latios,80,100,130,110,dragon,psychic,Eon Pokémon,1250000,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,2.0,60.0,3
382,['Drizzle'],Kyogre,100,90,150,90,water,,Sea Basin Pokémon,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,4.5,352.0,3
383,['Drought'],Groudon,100,160,180,90,ground,,Continent Pokémon,1250000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,,3.5,950.0,3
384,['Air Lock'],Rayquaza,105,100,180,115,dragon,flying,Sky High Pokémon,1250000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,,7.0,206.5,3
385,['Serene Grace'],Jirachi,100,100,100,100,steel,psychic,Wish Pokémon,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,0.3,1.1,3
386,['Pressure'],Deoxys,50,90,95,180,psychic,,DNA Pokémon,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,1.7,60.8,3
387,"['Overgrow', 'Shell Armor']",Turtwig,55,64,68,31,grass,,Tiny Leaf Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.4,10.2,4
388,"['Overgrow', 'Shell Armor']",Grotle,75,85,89,36,grass,,Grove Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,1.1,97.0,4
389,"['Overgrow', 'Shell Armor']",Torterra,95,105,109,56,grass,ground,Continent Pokémon,1059860,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,88.1,2.2,310.0,4
390,"['Blaze', 'Iron Fist']",Chimchar,44,44,58,61,fire,,Chimp Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.5,6.2,4
391,"['Blaze', 'Iron Fist']",Monferno,64,52,78,81,fire,fighting,Playful Pokémon,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,0.9,22.0,4
392,"['Blaze', 'Iron Fist']",Infernape,76,71,104,108,fire,fighting,Flame Pokémon,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,1.2,55.0,4
393,"['Torrent', 'Defiant']",Piplup,53,53,51,40,water,,Penguin Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.4,5.2,4
394,"['Torrent', 'Defiant']",Prinplup,64,68,66,50,water,,Penguin Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.8,23.0,4
395,"['Torrent', 'Defiant']",Empoleon,84,88,86,60,water,steel,Emperor Pokémon,1059860,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,88.1,1.7,84.5,4
396,"['Keen Eye', 'Reckless']",Starly,40,30,55,60,normal,flying,Starling Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,2.0,4
397,"['Intimidate', 'Reckless']",Staravia,55,50,75,80,normal,flying,Starling Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.6,15.5,4
398,"['Intimidate', 'Reckless']",Staraptor,85,70,120,100,normal,flying,Predator Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,1.2,24.9,4
399,"['Simple', 'Unaware', 'Moody']",Bidoof,59,40,45,31,normal,,Plump Mouse Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.5,20.0,4
400,"['Simple', 'Unaware', 'Moody']",Bibarel,79,60,85,71,normal,water,Beaver Pokémon,1000000,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,50,1.0,31.5,4
401,"['Shed Skin', 'Run Away']",Kricketot,37,41,25,25,bug,,Cricket Pokémon,1059860,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.3,2.2,4
402,"['Swarm', 'Technician']",Kricketune,77,51,85,65,bug,,Cricket Pokémon,1059860,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,1.0,25.5,4
403,"['Rivalry', 'Intimidate', 'Guts']",Shinx,45,34,65,45,electric,,Flash Pokémon,1059860,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.5,9.5,4
404,"['Rivalry', 'Intimidate', 'Guts']",Luxio,60,49,85,60,electric,,Spark Pokémon,1059860,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.9,30.5,4
405,"['Rivalry', 'Intimidate', 'Guts']",Luxray,80,79,120,70,electric,,Gleam Eyes Pokémon,1059860,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,1.4,42.0,4
406,"['Natural Cure', 'Poison Point', 'Leaf Guard']",Budew,40,35,30,55,grass,poison,Bud Pokémon,1059860,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,0.2,1.2,4
407,"['Natural Cure', 'Poison Point', 'Technician']",Roserade,60,65,70,90,grass,poison,Bouquet Pokémon,1059860,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,0.9,14.5,4
408,"['Mold Breaker', 'Sheer Force']",Cranidos,67,40,125,58,rock,,Head Butt Pokémon,600000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,88.1,0.9,31.5,4
409,"['Mold Breaker', 'Sheer Force']",Rampardos,97,60,165,58,rock,,Head Butt Pokémon,600000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,88.1,1.6,102.5,4
410,"['Sturdy', 'Soundproof']",Shieldon,30,118,42,30,rock,steel,Shield Pokémon,600000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,88.1,0.5,57.0,4
411,"['Sturdy', 'Soundproof']",Bastiodon,60,168,52,30,rock,steel,Shield Pokémon,600000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,88.1,1.3,149.5,4
412,"['Shed Skin', 'Overcoat']",Burmy,40,45,29,36,bug,,Bagworm Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.2,3.4,4
413,"['Anticipation', 'Overcoat']",Wormadam,60,95,69,36,bug,grass,Bagworm Pokémon,1000000,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,0.5,6.5,4
414,"['Swarm', 'Tinted Lens']",Mothim,70,50,94,66,bug,flying,Moth Pokémon,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,100,0.9,23.3,4
415,"['Honey Gather', 'Hustle']",Combee,30,42,30,70,bug,flying,Tiny Bee Pokémon,1059860,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,88.1,0.3,5.5,4
416,"['Pressure', 'Unnerve']",Vespiquen,70,102,80,40,bug,flying,Beehive Pokémon,1059860,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,0,1.2,38.5,4
417,"['Run Away', 'Pickup', 'Volt Absorb']",Pachirisu,60,70,45,95,electric,,EleSquirrel Pokémon,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.4,3.9,4
418,"['Swift Swim', 'Water Veil']",Buizel,55,35,65,85,water,,Sea Weasel Pokémon,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.7,29.5,4
419,"['Swift Swim', 'Water Veil']",Floatzel,85,55,105,115,water,,Sea Weasel Pokémon,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.1,33.5,4
420,['Chlorophyll'],Cherubi,45,45,35,35,grass,,Cherry Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.4,3.3,4
421,['Flower Gift'],Cherrim,70,70,60,85,grass,,Blossom Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.5,9.3,4
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",Shellos,76,48,48,34,water,,Sea Slug Pokémon,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.3,6.3,4
423,"['Sticky Hold', 'Storm Drain', 'Sand Force']",Gastrodon,111,68,83,39,water,ground,Sea Slug Pokémon,1000000,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,0.9,29.9,4
424,"['Technician', 'Pickup', 'Skill Link']",Ambipom,75,66,100,115,normal,,Long Tail Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.2,20.3,4
425,"['Aftermath', 'Unburden', 'Flare Boost']",Drifloon,90,34,50,70,ghost,flying,Balloon Pokémon,1640000,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,0.4,1.2,4
426,"['Aftermath', 'Unburden', 'Flare Boost']",Drifblim,150,44,80,80,ghost,flying,Blimp Pokémon,1640000,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,1.2,15.0,4
427,"['Run Away', 'Klutz', 'Limber']",Buneary,55,44,66,85,normal,,Rabbit Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.4,5.5,4
428,"['Cute Charm', 'Klutz', 'Limber']",Lopunny,65,94,136,135,normal,,Rabbit Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.2,33.3,4
429,['Levitate'],Mismagius,60,60,60,105,ghost,,Magical Pokémon,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,0.9,4.4,4
430,"['Insomnia', 'Super Luck', 'Moxie']",Honchkrow,100,52,125,71,dark,flying,Big Boss Pokémon,1059860,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,50,0.9,27.3,4
431,"['Limber', 'Own Tempo', 'Keen Eye']",Glameow,49,42,55,85,normal,,Catty Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,0.5,3.9,4
432,"['Thick Fat', 'Own Tempo', 'Defiant']",Purugly,71,64,82,112,normal,,Tiger Cat Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,1.0,43.8,4
433,['Levitate'],Chingling,45,50,30,45,psychic,,Bell Pokémon,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.2,0.6,4
434,"['Stench', 'Aftermath', 'Keen Eye']",Stunky,63,47,63,74,poison,dark,Skunk Pokémon,1000000,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,0.4,19.2,4
435,"['Stench', 'Aftermath', 'Keen Eye']",Skuntank,103,67,93,84,poison,dark,Skunk Pokémon,1000000,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,1.0,38.0,4
436,"['Levitate', 'Heatproof', 'Heavy Metal']",Bronzor,57,86,24,23,steel,psychic,Bronze Pokémon,1000000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,0.5,60.5,4
437,"['Levitate', 'Heatproof', 'Heavy Metal']",Bronzong,67,116,89,33,steel,psychic,Bronze Bell Pokémon,1000000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,1.3,187.0,4
438,"['Sturdy', 'Rock Head', 'Rattled']",Bonsly,50,95,80,10,rock,,Bonsai Pokémon,1000000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,0.5,15.0,4
439,"['Soundproof', 'Filter', 'Technician']",Mime Jr.,20,45,25,60,psychic,fairy,Mime Pokémon,1000000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,50,0.6,13.0,4
440,"['Natural Cure', 'Serene Grace', 'Friend Guard']",Happiny,100,5,5,30,normal,,Playhouse Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0.6,24.4,4
441,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",Chatot,76,45,65,91,normal,flying,Music Note Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.5,1.9,4
442,"['Pressure', 'Infiltrator']",Spiritomb,50,108,92,35,ghost,dark,Forbidden Pokémon,1000000,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,1.0,108.0,4
443,"['Sand Veil', 'Rough Skin']",Gible,58,45,70,42,dragon,ground,Land Shark Pokémon,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,0.7,20.5,4
444,"['Sand Veil', 'Rough Skin']",Gabite,68,65,90,82,dragon,ground,Cave Pokémon,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,1.4,56.0,4
445,"['Sand Veil', 'Rough Skin']",Garchomp,108,115,170,92,dragon,ground,Mach Pokémon,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,1.9,95.0,4
446,"['Pickup', 'Thick Fat', 'Gluttony']",Munchlax,135,40,85,5,normal,,Big Eater Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,88.1,0.6,105.0,4
447,"['Steadfast', 'Inner Focus', 'Prankster']",Riolu,40,40,70,60,fighting,,Emanation Pokémon,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,88.1,0.7,20.2,4
448,"['Steadfast', 'Inner Focus', 'Justified']",Lucario,70,88,145,112,fighting,steel,Aura Pokémon,1059860,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,88.1,1.2,54.0,4
449,"['Sand Stream', 'Sand Force']",Hippopotas,68,78,72,32,ground,,Hippo Pokémon,1250000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,0.8,49.5,4
450,"['Sand Stream', 'Sand Force']",Hippowdon,108,118,112,47,ground,,Heavyweight Pokémon,1250000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,2.0,300.0,4
451,"['Battle Armor', 'Sniper', 'Keen Eye']",Skorupi,40,90,50,65,poison,bug,Scorpion Pokémon,1250000,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,0.8,12.0,4
452,"['Battle Armor', 'Sniper', 'Keen Eye']",Drapion,70,110,90,95,poison,dark,Ogre Scorp Pokémon,1250000,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,1.3,61.5,4
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",Croagunk,48,40,61,50,poison,fighting,Toxic Mouth Pokémon,1000000,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,50,0.7,23.0,4
454,"['Anticipation', 'Dry Skin', 'Poison Touch']",Toxicroak,83,65,106,85,poison,fighting,Toxic Mouth Pokémon,1000000,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,50,1.3,44.4,4
455,['Levitate'],Carnivine,74,72,100,46,grass,,Bug Catcher Pokémon,1250000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,1.4,27.0,4
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",Finneon,49,56,49,66,water,,Wing Fish Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.4,7.0,4
457,"['Swift Swim', 'Storm Drain', 'Water Veil']",Lumineon,69,76,69,91,water,,Neon Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.2,24.0,4
458,"['Swift Swim', 'Water Absorb', 'Water Veil']",Mantyke,45,50,20,50,water,flying,Kite Pokémon,1250000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,1.0,65.0,4
459,"['Snow Warning', 'Soundproof']",Snover,60,50,62,40,grass,ice,Frosted Tree Pokémon,1250000,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,50,1.0,50.5,4
460,"['Snow Warning', 'Soundproof']",Abomasnow,90,105,132,30,grass,ice,Frosted Tree Pokémon,1250000,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,50,2.2,135.5,4
461,"['Pressure', 'Pickpocket']",Weavile,70,65,120,125,dark,ice,Sharp Claw Pokémon,1059860,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,50,1.1,34.0,4
462,"['Magnet Pull', 'Sturdy', 'Analytic']",Magnezone,70,115,70,60,electric,steel,Magnet Area Pokémon,1000000,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,,1.2,180.0,4
463,"['Own Tempo', 'Oblivious', 'Cloud Nine']",Lickilicky,110,95,85,50,normal,,Licking Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.7,140.0,4
464,"['Lightningrod', 'Solid Rock', 'Reckless']",Rhyperior,115,130,140,40,ground,rock,Drill Pokémon,1250000,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,50,2.4,282.8,4
465,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Tangrowth,100,125,100,50,grass,,Vine Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,2.0,128.6,4
466,"['Motor Drive', 'Vital Spirit']",Electivire,75,67,123,95,electric,,Thunderbolt Pokémon,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75.4,1.8,138.6,4
467,"['Flame Body', 'Vital Spirit']",Magmortar,75,67,95,83,fire,,Blast Pokémon,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75.4,1.6,68.0,4
468,"['Hustle', 'Serene Grace', 'Super Luck']",Togekiss,85,95,50,80,fairy,flying,Jubilee Pokémon,800000,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,88.1,1.5,38.0,4
469,"['Speed Boost', 'Tinted Lens', 'Frisk']",Yanmega,86,86,76,95,bug,flying,Ogre Darner Pokémon,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,1.9,51.5,4
470,"['Leaf Guard', 'Chlorophyll']",Leafeon,65,130,110,95,grass,,Verdant Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,1.0,25.5,4
471,"['Snow Cloak', 'Ice Body']",Glaceon,65,110,60,65,ice,,Fresh Snow Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,88.1,0.8,25.9,4
472,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",Gliscor,75,125,95,95,ground,flying,Fang Scorp Pokémon,1059860,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,50,2.0,42.5,4
473,"['Oblivious', 'Snow Cloak', 'Thick Fat']",Mamoswine,110,80,130,80,ice,ground,Twin Tusk Pokémon,1250000,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,2.5,291.0,4
474,"['Adaptability', 'Download', 'Analytic']",Porygon-Z,85,70,80,90,normal,,Virtual Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,0.9,34.0,4
475,"['Steadfast', 'Justified']",Gallade,68,95,165,110,psychic,fighting,Blade Pokémon,1250000,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,1.6,52.0,4
476,"['Sturdy', 'Magnet Pull', 'Sand Force']",Probopass,60,145,55,40,rock,steel,Compass Pokémon,1000000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,1.4,340.0,4
477,"['Pressure', 'Frisk']",Dusknoir,45,135,100,45,ghost,,Gripper Pokémon,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,2.2,106.6,4
478,"['Snow Cloak', 'Cursed Body']",Froslass,70,70,80,110,ice,ghost,Snow Land Pokémon,1000000,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,0,1.3,26.6,4
479,['Levitate'],Rotom,50,107,65,86,electric,ghost,Plasma Pokémon,1000000,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,,0.3,0.3,4
480,['Levitate'],Uxie,75,130,75,95,psychic,,Knowledge Pokémon,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,0.3,0.3,4
481,['Levitate'],Mesprit,80,105,105,80,psychic,,Emotion Pokémon,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,0.3,0.3,4
482,['Levitate'],Azelf,75,70,125,115,psychic,,Willpower Pokémon,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,0.3,0.3,4
483,"['Pressure', 'Telepathy']",Dialga,100,120,120,90,steel,dragon,Temporal Pokémon,1250000,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,,5.4,683.0,4
484,"['Pressure', 'Telepathy']",Palkia,90,100,120,100,water,dragon,Spatial Pokémon,1250000,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,,4.2,336.0,4
485,"['Flash Fire', 'Flame Body']",Heatran,91,106,90,77,fire,steel,Lava Dome Pokémon,1250000,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,50,1.7,430.0,4
486,['Slow Start'],Regigigas,110,110,160,100,normal,,Colossal Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,3.7,420.0,4
487,"['Pressure', 'Telepathy', 'Levitate']",Giratina,150,100,120,90,ghost,dragon,Renegade Pokémon,1250000,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,,4.5,750.0,4
488,['Levitate'],Cresselia,120,120,70,85,psychic,,Lunar Pokémon,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,1.5,85.6,4
489,['Hydration'],Phione,80,80,80,80,water,,Sea Drifter Pokémon,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,0.4,3.1,4
